C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\center_2020_03_30_15_06_16_767.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\left_2020_03_30_15_06_16_767.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\right_2020_03_30_15_06_16_767.jpg, 0, 0, 0, 8.025127E-05
C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\center_2020_03_30_15_06_16_868.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\left_2020_03_30_15_06_16_868.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\right_2020_03_30_15_06_16_868.jpg, 0, 0, 0, 7.782597E-05
C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\center_2020_03_30_15_06_16_970.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\left_2020_03_30_15_06_16_970.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\right_2020_03_30_15_06_16_970.jpg, 0, 0, 0, 7.766535E-05
C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\center_2020_03_30_15_06_17_072.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\left_2020_03_30_15_06_17_072.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\right_2020_03_30_15_06_17_072.jpg, 0, 0, 0, 7.814608E-05
C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\center_2020_03_30_15_06_17_173.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\left_2020_03_30_15_06_17_173.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\right_2020_03_30_15_06_17_173.jpg, 0, 0, 0, 7.947123E-05
C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\center_2020_03_30_15_06_17_275.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\left_2020_03_30_15_06_17_275.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\right_2020_03_30_15_06_17_275.jpg, 0, 0, 0, 7.785791E-05
C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\center_2020_03_30_15_06_17_375.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\left_2020_03_30_15_06_17_375.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\right_2020_03_30_15_06_17_375.jpg, 0, 0, 0, 7.941679E-05
C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\center_2020_03_30_15_06_17_477.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\left_2020_03_30_15_06_17_477.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\right_2020_03_30_15_06_17_477.jpg, 0, 0, 0, 7.85938E-05
C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\center_2020_03_30_15_06_17_578.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\left_2020_03_30_15_06_17_578.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\right_2020_03_30_15_06_17_578.jpg, 0, 0, 0, 7.784307E-05
C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\center_2020_03_30_15_06_17_679.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\left_2020_03_30_15_06_17_679.jpg, C:\Dev\Github\DeepLearning\Keras\Self-Driving-Car\Data\IMG\right_2020_03_30_15_06_17_679.jpg, 0, 0, 0, 7.834957E-05
